Timestamp,What is your age group,What is your gender?,Employment status?,What is your education level?,How many times did you test positive for COVID-19 during the pandemic?,"If you had COVID, how did the fact that you became ill impact your job?",How many vaccinations did you receive?,How would you rank the government's public support during Covid (1  to 5 = very satisfied) [Finance (Support)],How would you rank the government's public support during Covid (1  to 5 = very satisfied) [medical(vaccines)],How would you rank the government's public support during Covid (1  to 5 = very satisfied) [Public safety (social distancing)],How effective did you find the lockdown in Singapore? (rank 1 Least to 5 Most),How would you rate the usability of the Tracetogether app?,How frequently did you use the TraceTogether app or Token to check into venues in Singapore?,Did the TraceTogether app help you to maintain social distancing during the pandemic? ,Did the TraceTogether app help reduce the spread of COVID-19?,Did the government provide enough information about the TraceTogether app and its benefits?,Did the TraceTogether app enhance your sense of participation and engagement in the fight against COVID-19?,Did the TraceTogether app help you to feel more connected with other citizens during the pandemic?,Did the TraceTogether app help you to feel more connected with the government during the pandemic?,Do you think the TraceTogether app contributed to a safer environment for citizens during the pandemic?,Do you think the government should invest in more smart city technologies like the TraceTogether app in the future?,Should the government involve citizens more in developing and implementing smart city technologies in the future?,What factors motivate you to participate in smart city projects? [Ranking form 1 Least - 5 Most] [Citizens' participation],What factors motivate you to participate in smart city projects? [Ranking form 1 Least - 5 Most] [Public-private partnership],What factors motivate you to participate in smart city projects? [Ranking form 1 Least - 5 Most] [Improved lifestyle],What factors motivate you to participate in smart city projects? [Ranking form 1 Least - 5 Most] [Better healthcare],What factors motivate you to participate in smart city projects? [Ranking form 1 Least - 5 Most] [Improved public transport],What factors motivate you to participate in smart city projects? [Ranking form 1 Least - 5 Most] [Better education opportunities],What factors motivate you to participate in smart city projects? [Ranking form 1 Least - 5 Most] [More job availability],What factors motivate you to participate in smart city projects? [Ranking form 1 Least - 5 Most] [Other],"If you selected ""Other"", can you describe here?","Some cities have direct reporting or claim service for citizens. Other have social media channels where citizens can share opinions. There may be projects where groups or neighbourhoods are included in innovation, or even startups given opportunities to launch solutions through the city platform and support.
5/27/2023 18:23:47,35-44,Male,Employed full time,Bachelor’s degree,1,(4) No impact,3,1 Not applicable,1 Not applicable,5 Very satisfied,5,5,every day,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Strongly agree,5 Most,5 Most,5 Most,5 Most,5 Most,5 Most,5 Most,3,,Be active,5 Most,5 Most,5 Most,5 Most,5 Most,5 Most,5,5,Awareness,"Social Media (Facebook, Twitter, etc), Government issued app, Government website",5,Be involved
5/27/2023 18:24:17,45-54,Male,Employed full time,Bachelor’s degree,1,(2) Reduced work,4,5 Very satisfied,5 Very satisfied,5 Very satisfied,5,4,every day,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Strongly agree,3,3,3,4,4,4,4,4,Work job Efficiency ,Digital apps with incentives,4,4,4,4,5 Most,3,5,5,Incentives,"Social Media (Facebook, Twitter, etc), Government issued app, Government website",4,Us eof digital apps with Incentives 
5/27/2023 18:25:41,18-24,Male,Employed full time,Bachelor’s degree,0,(4) No impact,3,4,4,4,5,5,once a month,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Neutral,4,4,4,4,4,4,4,4,Na,Make it easy to access,4,4,4,4,4,4,5,5,If they getxgood benefits,"Social Media (Facebook, Twitter, etc)",5,Make it environment friendly
5/28/2023 12:39:04,35-44,Female,Employed full time,"High school graduate, diploma or the equivalent (for example: GED)",4,(4) No impact,4,3,5 Very satisfied,5 Very satisfied,5,5,every day,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Strongly agree,5 Most,4,4,5 Most,5 Most,5 Most,5 Most,3,,Good,3,3,3,3,3,3,4,4,Good ,Local community center (local MP),4,Good 
5/28/2023 12:42:16,25-34,Female,Employed full time,Nursery school to 8th grade,2,(4) No impact,2,2 Not satisfied,2 Not satisfied,2 Not satisfied,1,2,more than twice a week,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Agree,3,3,3,3,3,3,3,3,Ok,Good,4,4,4,4,4,4,5,5,Easy,"Social Media (Facebook, Twitter, etc)",5,Easy
5/28/2023 13:04:00,45-54,Female,Employed full time,"Some college credit, no degree",1,(4) No impact,4,1 Not applicable,1 Not applicable,1 Not applicable,2,1,more than twice a week,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Maybe,Neutral,1 Least,2,1 Least,1 Least,1 Least,1 Least,1 Least,1 Least,Easier to track easier to stop spreading ,Use token always,2,2,2,2,2,2,2,2,Health awareness ,"Social Media (Facebook, Twitter, etc)",1,Obedience 
5/28/2023 22:01:27,35-44,Female,Employed full time,Trade/technical/vocational training,1,(2) Reduced work,2,1 Not applicable,5 Very satisfied,5 Very satisfied,2,5,more than twice a week,Yes,Yes,Yes,Yes,Yes,Maybe,Yes,Maybe,Agree,4,2,5 Most,5 Most,5 Most,5 Most,1 Least,1 Least,Convink,Convenience ,5 Most,3,2,5 Most,5 Most,5 Most,3,3,More benifits,"Social Media (Facebook, Twitter, etc)",5,Via multimedia and thru contact
5/28/2023 22:13:21,35-44,Female,Employed full time,"High school graduate, diploma or the equivalent (for example: GED)",3,(2) Reduced work,3,4,5 Very satisfied,5 Very satisfied,5,5,every day,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Maybe,Agree,3,4,5 Most,5 Most,5 Most,5 Most,5 Most,5 Most,,Most prefered,5 Most,5 Most,5 Most,5 Most,5 Most,5 Most,5,5,Less time,"Social Media (Facebook, Twitter, etc)",4,"Join every activities
"
5/28/2023 23:02:13,45-54,Female,A homemaker,"Some college credit, no degree",2,(2) Reduced work,4,2 Not satisfied,3,3,4,5,every day,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Agree,4,4,4,4,4,4,4,4,To help our elderly for safety and good health care facilities.,They have own ideas of how yo improve the city’s ,4,4,4,4,4,4,5,5,They can share their opinion to create something good for the community.,"Government issued app, Government website, Local community center (local MP)",5,Unity 
5/28/2023 23:04:03,35-44,Female,Employed full time,"Some college credit, no degree",1,(2) Reduced work,4,1 Not applicable,1 Not applicable,1 Not applicable,5,4,twice a month,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Strongly agree,3,3,3,3,3,3,3,1 Least,,give more knowledge about covid so we can fight against virus,4,4,4,4,4,1 Least,5,5,joining to more knowledgeable activities,"Social Media (Facebook, Twitter, etc), Government issued app",5,must engage to knowledgeable activities
5/28/2023 23:27:31,45-54,Female,A homemaker,"Some college credit, no degree",1,(2) Reduced work,3,1 Not applicable,5 Very satisfied,5 Very satisfied,5,5,more than twice a week,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Agree,5 Most,5 Most,5 Most,5 Most,5 Most,5 Most,5 Most,1 Least,,Citizens needs to heard and consider their opinions ,5 Most,5 Most,5 Most,5 Most,5 Most,3,5,5,A well improved environment helps citizens their lifestyles safer and happy living,"Social Media (Facebook, Twitter, etc)",5,Cooperation
5/29/2023 6:41:27,35-44,Female,Employed full time,"Some college credit, no degree",1,(2) Reduced work,3,1 Not applicable,1 Not applicable,1 Not applicable,1,5,more than twice a week,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Agree,2,2,2,2,2,2,2,2,Just if have any more option.,I not sure about it sorry.,2,2,2,2,2,2,5,5,Social media ,"Social Media (Facebook, Twitter, etc)",5,I don't think so 
5/29/2023 9:35:35,35-44,Female,Employed full time,"High school graduate, diploma or the equivalent (for example: GED)",3,(2) Reduced work,3,5 Very satisfied,5 Very satisfied,5 Very satisfied,4,4,every day,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Agree,5 Most,5 Most,5 Most,5 Most,5 Most,5 Most,5 Most,1 Least,,Móst prefered,5 Most,5 Most,5 Most,5 Most,5 Most,5 Most,5,5,Health,"Social Media (Facebook, Twitter, etc)",5,More health tips
6/1/2023 19:15:21,35-44,Female,Employed full time,Master’s degree,1,(4) No impact,3,3,5 Very satisfied,4,4,4,every day,No,No,Maybe,Maybe,Maybe,No,Maybe,No,Agree,4,4,4,5 Most,5 Most,4,5 Most,4,NA,Nil,3,5 Most,4,5 Most,5 Most,3,5,5,Understand the benefits and incentive ,"Social Media (Facebook, Twitter, etc)",3,Nil
6/1/2023 19:34:17,45-54,Male,Employed full time,Master’s degree,1,(4) No impact,3,5 Very satisfied,5 Very satisfied,4,4,4,more than twice a week,No,Yes,Yes,Maybe,No,No,Yes,Yes,Agree,4,3,5 Most,5 Most,4,4,4,3,Nil,What the government did was good,3,4,3,4,5 Most,3,4,3,Can see Personal benefit and purpose ,"Social Media (Facebook, Twitter, etc), Government issued app",4,Nil
6/1/2023 21:09:31,55-64,Female,A homemaker,"High school graduate, diploma or the equivalent (for example: GED)",2,(4) No impact,3,4,4,4,4,3,once a month,No,No,Maybe,No,No,No,Maybe,Maybe,Agree,4,4,4,4,4,4,4,4,Sorry accidentally pressed that,I am not sure,4,3,3,3,4,1 Least,4,4,Their health and awareness,"Social Media (Facebook, Twitter, etc)",4,None
6/1/2023 21:17:48,45-54,Male,Employed full time,Bachelor’s degree,2,(4) No impact,3,5 Very satisfied,5 Very satisfied,5 Very satisfied,2,4,twice a month,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Agree,4,3,3,4,4,4,3,3,,FGDs and surveys ,4,3,4,4,5 Most,3,5,4,Time. We can be too busy to respond.,"Social Media (Facebook, Twitter, etc), Government issued app",4,Offer incentives.
6/1/2023 21:18:51,45-54,Male,Employed full time,Master’s degree,2,(2) Reduced work,4,4,5 Very satisfied,5 Very satisfied,5,5,every day,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Strongly agree,4,4,4,4,4,4,4,5 Most,Clear articulation of benefits ,Surveys,4,3,4,4,4,4,5,5,Feedback on their voice being heard ,"Government issued app, Government website",4,None yet 
6/1/2023 21:18:58,45-54,Male,Out of work but not currently looking for work,Associate degree,0,(4) No impact,4,1 Not applicable,5 Very satisfied,5 Very satisfied,3,3,more than twice a week,Yes,Maybe,Maybe,Maybe,Maybe,No,Maybe,Maybe,Strongly agree,3,4,5 Most,5 Most,5 Most,4,2,1 Least,,Thru Social media,5 Most,4,4,4,5 Most,1 Least,5,1,Financial incentive ,"Social Media (Facebook, Twitter, etc), Local community center (local MP)",1,Listen to Yr people
6/1/2023 21:24:01,55-64,Male,Employed full time,Master’s degree,1,(4) No impact,3,3,5 Very satisfied,5 Very satisfied,4,4,every day,No,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Strongly agree,5 Most,5 Most,5 Most,5 Most,5 Most,5 Most,5 Most,5 Most,,Feedback sessions,5 Most,4,5 Most,5 Most,5 Most,5 Most,5,2,Will their feedback be appreciated,Government issued app,3,Ensure feedback is recorded and appreciated 
6/1/2023 21:37:53,35-44,Male,Employed full time,"High school graduate, diploma or the equivalent (for example: GED)",0,(2) Reduced work,4,4,5 Very satisfied,5 Very satisfied,4,4,every day,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Agree,4,4,4,4,4,4,4,1 Least,,-,4,4,4,4,4,4,4,4,-,"Government issued app, Government website",4,-
6/1/2023 21:59:28,55-64,Female,Employed full time,"High school graduate, diploma or the equivalent (for example: GED)",1,(4) No impact,2,1 Not applicable,3,5 Very satisfied,5,5,more than twice a week,Yes,Yes,Maybe,Yes,No,Yes,Yes,Yes,Strongly agree,5 Most,5 Most,5 Most,5 Most,5 Most,5 Most,5 Most,1 Least,,Notify n involve all citizens,5 Most,5 Most,5 Most,5 Most,5 Most,5 Most,5,1,Incentives,None cos government have not set up 1 app to address all issues faced by citizenz,1,Incentives
6/1/2023 22:19:16,45-54,Female,Employed full time,"High school graduate, diploma or the equivalent (for example: GED)",0,(4) No impact,3,4,4,4,4,5,every day,Maybe,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Agree,4,2,4,4,4,4,4,1 Least,,Need to think about it,3,3,3,4,4,2,4,3,Nil,"Social Media (Facebook, Twitter, etc)",4,Nil
6/1/2023 22:25:36,45-54,Male,Employed full time,Bachelor’s degree,1,(2) Reduced work,2,1 Not applicable,3,2 Not satisfied,3,3,more than twice a week,No,Maybe,No,Maybe,No,No,Maybe,No,Strongly agree,4,5 Most,4,4,4,4,4,4,,Grassroots initiative,2,3,2,2,4,4,5,2,Have an impact on day to day lifestyle ,Local community center (local MP),3,Prototype
6/1/2023 22:25:54,65-74,Female,Retired,Bachelor’s degree,0,(4) No impact,3,3,5 Very satisfied,3,5,5,twice a month,Yes,Maybe,Yes,Maybe,Maybe,Maybe,Maybe,Yes,Agree,3,3,3,3,3,3,3,1 Least,,Sociol media channels ,4,3,4,4,3,1 Least,4,4,"Incentives, feel good feelings,",Government website,3,Focus groups of different age groups 
6/1/2023 22:34:33,25-34,Male,Employed full time,Bachelor’s degree,1,(4) No impact,3,5 Very satisfied,5 Very satisfied,5 Very satisfied,5,5,more than twice a week,Maybe,Maybe,Maybe,Maybe,No,No,Yes,Yes,Neutral,3,3,4,4,4,4,3,2,,Surveys,4,3,4,4,4,1 Least,4,5,If it affects their lives,"Social Media (Facebook, Twitter, etc)",3,Monetary incentive
6/1/2023 22:38:20,45-54,Female,Self-employed,Bachelor’s degree,1,(4) No impact,3,5 Very satisfied,5 Very satisfied,5 Very satisfied,4,4,every day,Maybe,Maybe,Yes,Maybe,Yes,Yes,Yes,Yes,Neutral,5 Most,5 Most,5 Most,5 Most,5 Most,5 Most,5 Most,5 Most,,Yes,5 Most,5 Most,5 Most,5 Most,5 Most,2,5,5,Yes,"Social Media (Facebook, Twitter, etc), Government issued app, Government website, Local community center (local MP)",5,Yes
6/1/2023 22:45:21,35-44,Male,Employed full time,Bachelor’s degree,1,(2) Reduced work,3,1 Not applicable,4,4,4,5,more than twice a week,Yes,Yes,Maybe,Yes,Yes,Yes,Yes,Maybe,Agree,5 Most,4,5 Most,5 Most,4,4,5 Most,4,,Neighbourhood ,4,4,4,4,4,1 Least,4,4,Motivation for health,"Social Media (Facebook, Twitter, etc)",3,Motivation for health 
6/1/2023 22:48:59,35-44,Male,Employed full time,Master’s degree,1,(4) No impact,3,3,4,3,4,4,more than twice a week,Maybe,Yes,Maybe,Yes,No,No,Yes,Yes,Strongly agree,5 Most,5 Most,5 Most,5 Most,5 Most,5 Most,5 Most,5 Most,,-,5 Most,5 Most,5 Most,5 Most,5 Most,5 Most,5,2,-,"Social Media (Facebook, Twitter, etc)",3,-
6/1/2023 23:18:26,55-64,Female,Self-employed,Master’s degree,1,(2) Reduced work,0,1 Not applicable,2 Not satisfied,2 Not satisfied,1,3,twice a month,No,No,No,No,No,No,No,No,Strongly agree,1 Least,1 Least,2,4,2,2,3,4,"Governments honesty,  transparency.  They've not been honest through the whole covid situation.  ",yes,1 Least,1 Least,3,1 Least,2,4,1,1,"Transparency  openess,  honesty, credibility",Word of mouth because social media is heavily censored. ,1,Transparency and honesty from the government.  They is no faith that they're looking out for the citizens.  It's very authoritarian.  Feedback goes nowhere.
6/2/2023 2:02:17,25-34,Female,Employed full time,Master’s degree,1,(4) No impact,4,5 Very satisfied,5 Very satisfied,4,4,4,more than twice a week,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Maybe,Strongly agree,4,4,5 Most,5 Most,5 Most,3,4,5 Most,"Recycling and waste management tools, and a tool that consolidates, and allows filtering and register for relevant social welfare schemes and services",Local startups and SMEs being given opportunities to launch solutions through the city platform and support.,4,4,3,5 Most,5 Most,3,5,3,Hope of improved personal and societal well-being,"Government issued app, Government website, Citizen-initiated surveys and campaigns",4,Easy access to feedback platforms and raising awareness of such platforms through traditional news media channels and newspapers.
6/2/2023 8:27:18,45-54,Female,Employed full time,Master’s degree,1,(2) Reduced work,3,2 Not satisfied,5 Very satisfied,4,3,4,every day,No,No,No,Yes,Maybe,Maybe,Yes,No,Neutral,2,2,4,4,4,3,5 Most,1 Least,,Yes,3,3,3,2,3,2,5,3,Lack of knowledge ,Haven't given,3,Reach out to segment of people in ways that it's easy to get connected and doesn't take too much time 
6/2/2023 8:47:57,65-74,Male,Self-employed,"High school graduate, diploma or the equivalent (for example: GED)",1,(4) No impact,4,1 Not applicable,3,3,5,4,every day,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Strongly agree,4,4,4,4,4,4,4,4,Technology and education are useful ,Promotion and publicity,3,3,4,4,4,4,5,5,Awareness ,"Government issued app, Local community center (local MP)",5,Open approach 
6/2/2023 8:57:59,35-44,Male,Employed full time,"High school graduate, diploma or the equivalent (for example: GED)",0,(3) More work,4,1 Not applicable,1 Not applicable,1 Not applicable,1,3,more than twice a week,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Agree,3,3,3,3,3,3,3,1 Least,Good,Good,3,3,3,3,2,1 Least,3,3,Good,Government issued app,3,Good
6/2/2023 10:27:58,45-54,Male,Employed full time,Master’s degree,1,(4) No impact,3,3,3,3,4,4,every day,Yes,Maybe,Yes,Yes,Maybe,No,Yes,Yes,Strongly agree,4,4,4,4,4,4,4,1 Least,,Social and direct government ,5 Most,5 Most,5 Most,5 Most,5 Most,2,4,4,Transparent,"Social Media (Facebook, Twitter, etc), Government issued app",4,None
6/2/2023 11:41:53,45-54,Male,Employed full time,Master’s degree,1,(4) No impact,3,3,3,3,4,4,more than twice a week,Maybe,Maybe,Maybe,Maybe,No,No,Maybe,Yes,Agree,4,3,4,4,4,4,4,5 Most,,Social media and neighborhood meetings,3,3,4,4,4,1 Least,4,3,Work and lack of time,"Social Media (Facebook, Twitter, etc)",3,More information so that citizens are aware and can make informed decisions 
6/2/2023 12:10:18,45-54,Male,Self-employed,Doctorate degree,1,(4) No impact,3,4,5 Very satisfied,5 Very satisfied,4,4,more than twice a week,Yes,Yes,No,Maybe,No,Maybe,Yes,Yes,Strongly agree,3,3,3,3,3,1 Least,1 Least,2,,NA,2,3,3,3,3,2,5,2,NA,"Social Media (Facebook, Twitter, etc)",2,NA
6/2/2023 12:25:20,45-54,Male,Self-employed,"High school graduate, diploma or the equivalent (for example: GED)",1,(4) No impact,3,3,4,3,3,4,every day,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Strongly agree,3,3,4,4,4,4,4,3,Nil,Yes,1 Least,2,2,3,4,3,5,4,Communication,"Social Media (Facebook, Twitter, etc), Government issued app",4,Nil
6/2/2023 12:48:29,45-54,Male,Employed full time,"High school graduate, diploma or the equivalent (for example: GED)",1,(2) Reduced work,3,2 Not satisfied,3,3,4,5,every day,Maybe,Maybe,Yes,Yes,Yes,Maybe,Yes,Yes,Agree,4,4,4,4,4,4,4,4,Incentives,Social media,3,4,4,4,4,3,4,4,Transparency ,Government website,3,Incentives 
6/2/2023 12:48:39,35-44,Female,Employed full time,Master’s degree,1,(4) No impact,2,1 Not applicable,3,3,5,5,every day,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Strongly agree,5 Most,5 Most,5 Most,5 Most,5 Most,5 Most,5 Most,2,,App based,5 Most,1 Least,1 Least,1 Least,5 Most,1 Least,5,3,No incentive needed,"Government issued app, Government website",2,Survey more. Have an interactive app for communications
6/6/2023 17:20:05,25-34,Female,Out of work and looking for work,Master’s degree,1,(4) No impact,3,1 Not applicable,5 Very satisfied,3,3,2,more than twice a week,No,No,No,Yes,No,No,No,No,Agree,3,1 Least,4,4,4,4,4,5 Most,NA,Yes,3,3,2,4,4,4,3,3,Better lifestyle,"Social Media (Facebook, Twitter, etc)",3,Some kind of reward
6/6/2023 17:43:15,45-54,Male,Employed full time,Master’s degree,1,(2) Reduced work,4,3,5 Very satisfied,4,4,4,more than twice a week,Maybe,Maybe,Maybe,No,No,No,Maybe,Yes,Agree,3,2,4,4,4,3,3,4,Efficiency of public services,I’m not sure,5 Most,3,4,4,1 Least,3,4,3,Adequate communication. Citizens will be keen to participate if they believe the projects are useful and can improve their quality of life.,I rarely do,1,I’m not sure
6/6/2023 17:58:10,25-34,Female,Employed full time,Associate degree,1,(2) Reduced work,3,3,5 Very satisfied,5 Very satisfied,3,4,more than twice a week,No,Maybe,Yes,Maybe,No,No,Yes,Maybe,Neutral,3,3,5 Most,5 Most,5 Most,5 Most,5 Most,1 Least,,"through social media channels (polls, focus groups)",5 Most,3,5 Most,5 Most,5 Most,1 Least,5,2,incentives and actually being heard by the government ,"Social Media (Facebook, Twitter, etc), Local community center (local MP)",2,government showing that they actually listen and doing something about it
6/6/2023 18:03:15,35-44,Female,Employed full time,Bachelor’s degree,1,(4) No impact,3,2 Not satisfied,3,2 Not satisfied,2,3,every day,No,Maybe,No,No,No,No,Maybe,No,Strongly agree,5 Most,1 Least,5 Most,5 Most,4,3,4,1 Least,,In person forums,3,4,4,3,2,1 Least,5,2,Understanding the end goal/outcome and/or creating more equality ,"Social Media (Facebook, Twitter, etc)",3,More transparency.
6/6/2023 20:27:07,18-24,Female,Employed full time,"High school graduate, diploma or the equivalent (for example: GED)",2,(4) No impact,3,5 Very satisfied,5 Very satisfied,5 Very satisfied,5,5,every day,Maybe,Maybe,Yes,Yes,Yes,Yes,Yes,Yes,Strongly disagree,4,5 Most,5 Most,5 Most,5 Most,5 Most,5 Most,1 Least,,"Feedback sessions with the MPs, online feedback forms ",4,1 Least,3,4,4,1 Least,5,4,Receiving incentives ,"Social Media (Facebook, Twitter, etc), Local community center (local MP)",5,Government to take initiative to reach out to all social classes to understand better the woes they have. Incentives that would benefit such groups as they would feel heard.
6/6/2023 20:36:58,45-54,Female,Employed full time,Master’s degree,0,(2) Reduced work,3,1 Not applicable,5 Very satisfied,5 Very satisfied,5,5,more than twice a week,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Strongly agree,5 Most,5 Most,5 Most,5 Most,5 Most,5 Most,5 Most,5 Most,Having a say in community goings-on,Either or / Any way is fine ,5 Most,5 Most,5 Most,5 Most,5 Most,5 Most,5,3,Understanding the objective and future implications ,"Social Media (Facebook, Twitter, etc), Local community center (local MP)",1,The local councils need to hear and act on what we recommend/suggest. They represent the Govt as a whole. So willing participation from them as an initial act would be promising 
6/6/2023 21:22:29,25-34,Male,Employed full time,"High school graduate, diploma or the equivalent (for example: GED)",0,(4) No impact,3,1 Not applicable,3,4,4,4,more than twice a week,Maybe,Maybe,No,Maybe,No,No,Yes,Yes,Agree,4,1 Least,4,4,4,4,4,1 Least,,Forums that are taken seriously ,3,3,3,4,4,1 Least,4,3,Incentives and transparency,"Social Media (Facebook, Twitter, etc)",2,Using a results based model with incentives
6/6/2023 22:13:43,35-44,Male,Employed full time,Master’s degree,2,(4) No impact,3,5 Very satisfied,5 Very satisfied,2 Not satisfied,2,5,every day,No,Maybe,Yes,Yes,No,Maybe,Yes,Yes,Agree,4,4,5 Most,5 Most,5 Most,5 Most,5 Most,1 Least,,Yes,5 Most,4,5 Most,3,2,1 Least,5,3,Relevance,Not,3,Active reach out
6/6/2023 22:15:24,25-34,Male,Self-employed,"Some college credit, no degree",2,(4) No impact,3,3,5 Very satisfied,4,2,2,every day,Maybe,No,Maybe,No,No,Yes,Maybe,Maybe,Strongly agree,3,3,5 Most,5 Most,5 Most,5 Most,5 Most,3,,more freedom of speech ,3,4,5 Most,4,3,2,5,3,Feeling that one can make a difference ,"Government issued app, Government website",5,"Don't hire consultants, hire local part time workers in the community to drive certain KPIs on the behalf of public sector "
6/6/2023 22:46:16,35-44,Female,Employed full time,Master’s degree,1,(4) No impact,3,1 Not applicable,5 Very satisfied,5 Very satisfied,1,4,every day,No,Maybe,Yes,Yes,No,No,Yes,Maybe,Strongly agree,3,3,5 Most,5 Most,5 Most,5 Most,5 Most,5 Most,Was not motivated but obligated in case of TT,"Whatsapp channel with links for surveys where applicable, information boards at the housing estates, information in icondo app, info distributed through HR at work",3,5 Most,4,4,4,5 Most,5,4,"Showing what’s in it for them, easiness of use","Government website, Local community center (local MP)",4,Make communications adjusted for different population groups
6/6/2023 23:13:23,25-34,Male,Self-employed,"High school graduate, diploma or the equivalent (for example: GED)",1,(4) No impact,2,5 Very satisfied,5 Very satisfied,5 Very satisfied,5,2,every day,Yes,Yes,No,No,No,No,Yes,Yes,Strongly agree,5 Most,1 Least,5 Most,5 Most,5 Most,5 Most,5 Most,1 Least,,Through a public forum/ dialogue and opportunity to give feedback on R&D,4,4,4,4,4,1 Least,5,5,Government’s transparency ,"Social Media (Facebook, Twitter, etc), Local community center (local MP)",3,"As a designer, I believe in the power of a persuasive message. I believe developing a campaign that delivers a strong and cohesive message, published on digital and physical spaces, will raise awareness on smart city solutions, promoting engagement with citizens and thereafter participation. "
6/7/2023 2:37:35,35-44,Male,Employed full time,Doctorate degree,1,(4) No impact,4,5 Very satisfied,5 Very satisfied,5 Very satisfied,5,4,every day,Maybe,Yes,Yes,Yes,Maybe,Maybe,Yes,Yes,Neutral,4,4,5 Most,5 Most,5 Most,3,4,3,Curiosity,Via app,3,3,4,4,3,3,3,3,Usefulness,"Government issued app, Government website",3,Create relevance
6/7/2023 11:48:04,25-34,Female,Employed full time,Bachelor’s degree,1,(4) No impact,3,4,5 Very satisfied,5 Very satisfied,5,5,every day,No,Maybe,Yes,Yes,Maybe,Maybe,Yes,Yes,Agree,4,2,4,5 Most,5 Most,5 Most,5 Most,1 Least,Had to put an answer for each row,"Social media channels, and surveys",5 Most,5 Most,4,5 Most,5 Most,1 Least,5,3,"Time, interest",Government issued app,4,-
6/7/2023 13:54:22,25-34,Female,Employed full time,Master’s degree,1,(4) No impact,2,3,3,3,4,2,every day,Maybe,Maybe,No,No,No,Yes,Maybe,Maybe,Agree,3,1 Least,5 Most,5 Most,4,4,3,1 Least,Was not allowed to skip or unselect other,Social media,5 Most,2,3,4,3,1 Least,4,4,Impact on lifestyle and cost,I don't,3,-
6/7/2023 14:51:35,18-24,Female,Employed full time,Bachelor’s degree,1,(4) No impact,3,4,5 Very satisfied,4,4,4,every day,No,Maybe,No,Maybe,Maybe,Maybe,Maybe,Maybe,Neutral,3,3,5 Most,5 Most,5 Most,5 Most,5 Most,3,,Perhaps generate forums. So that those who are active and want to participate can voice their opinion. While others who are within the area and are affected have access to the information and decisions made.  ,1 Least,5 Most,3,2,4,2,4,3,"Time - people often have other priorities and place that first such as work and family. Therefore if you were to incentivise them through monetary means, participation is often higher. Participants are often thinking ""what do I get out of this?"" ","Government issued app, Government website",3,It either has to be quick and simple or very engaging with some sort of reward 
6/9/2023 3:45:16,45-54,Male,Employed full time,Bachelor’s degree,0,(4) No impact,4,1 Not applicable,3,3,5,4,every day,Yes,Yes,Yes,Yes,No,No,Yes,No,Strongly agree,1 Least,1 Least,4,4,4,1 Least,4,1 Least,,Volunteers ,5 Most,3,5 Most,4,5 Most,1 Least,5,5,Privacy ,"Government issued app, Government website",5,None
6/11/2023 21:46:15,55-64,Male,Self-employed,Master’s degree,1,(4) No impact,4,1 Not applicable,4,4,4,4,more than twice a week,Maybe,Maybe,Yes,Yes,No,No,Yes,Maybe,Agree,4,3,3,4,3,4,3,1 Least,,Yes.,2,4,3,4,4,1 Least,5,2,The fact that they (the citizens) are most likely the ones who are going to end up paying for all of the experimentation done by the government agencies (via their tax contributions),I dont provide feedbaxk to the PAP government. ,1,Start by listening to the sentiments expressed by the common folk.
6/13/2023 13:20:33,25-34,Female,Employed full time,"Some college credit, no degree",1,(2) Reduced work,3,4,4,2 Not satisfied,5,1,every day,Maybe,Maybe,No,Yes,No,No,Maybe,Yes,Strongly agree,1 Least,3,5 Most,5 Most,5 Most,5 Most,5 Most,3,NA,Monetary claims,3,4,1 Least,3,5 Most,4,5,3,Monetary compensation,"Government issued app, Government website, Local community center (local MP)",3,NA
7/4/2023 22:55:18,25-34,Female,Employed full time,Bachelor’s degree,1,(3) More work,3,3,3,3,5,5,every day,Maybe,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Strongly agree,4,4,4,4,4,4,4,4,,NA,4,4,4,4,4,4,4,4,Educating them on the pros ,"Social Media (Facebook, Twitter, etc), Government issued app, Government website",5,No comments